SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,Latitude,Longitude,Location
Vacant/Abandoned Building,15-06451565,11/30/2015,Garage,,Open,GARAGE PLYWOOD SIDE DOOR IS RIPPED OUT,Vacant,FALSE,TRUE,4301,S,CHRISTIANA,AVE,60632,1154731.5,1875934.987,14,8,58,41.81537946,-87.70793721,"(41.815379456674, -87.70793720554)"
Vacant/Abandoned Building,15-06456606,11/30/2015,Front,,Open,,Vacant,FALSE,TRUE,5750,S,ADA,ST,60636,1168300.189,1866961.776,16,7,67,41.79047419,-87.65842335,"(41.790474194959, -87.658423347377)"
Vacant/Abandoned Building,15-06461030,11/30/2015,Front,,Open,FRONT,Vacant,FALSE,TRUE,2315,W,47TH,PL,60609,1161715.87,1873120.18,15,9,61,41.80751294,-87.68239544,"(41.807512942248, -87.682395441349)"
Vacant/Abandoned Building,15-06461981,11/30/2015,Front,,Open,WINDOWS,Vacant,FALSE,TRUE,6558,S,JUSTINE,ST,60636,1167134.686,1861234.515,16,7,67,41.77478291,-87.6628607,"(41.774782907988, -87.662860701397)"
Vacant/Abandoned Building,15-06461632,11/30/2015,Front,,Open,,Vacant,FALSE,FALSE,7214,S,BELL,AVE,60636,1162653.14,1856784.46,18,8,66,41.76266604,-87.67941346,"(41.762666036169, -87.679413458083)"
Vacant/Abandoned Building,15-06433552,11/29/2015,Front,,Open,NOT BOARDED,Vacant,FALSE,TRUE,1121,W,37TH,ST,60609,1169372.12,1880272.11,11,9,60,41.82697602,-87.65410713,"(41.826976016882, -87.654107132458)"
Vacant/Abandoned Building,15-06428246,11/29/2015,Rear,,Open,REAR APARTMENTS,Vacant,FALSE,TRUE,2425,W,POLK,ST,60612,1160346.394,1896301.85,28,11,28,41.87115436,-87.68677829,"(41.871154358749, -87.686778290311)"
Vacant/Abandoned Building,15-06406889,11/28/2015,Front,,Open,FRONT,Vacant,FALSE,TRUE,6428,S,CHAMPLAIN,AVE,60637,1181672.356,1862530.707,20,3,42,41.77801641,-87.60952818,"(41.778016406925, -87.60952817699)"
Vacant/Abandoned Building,15-06418964,11/28/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,1341,W,110TH,PL,60643,1169355.594,1831488.296,34,22,75,41.69310722,-87.65557788,"(41.693107218367, -87.655577881433)"
Vacant/Abandoned Building,15-06414933,11/28/2015,Front,,Open,,Vacant,FALSE,TRUE,5935,S,THROOP,ST,60636,1168673.806,1865409.926,16,7,67,41.78620768,-87.65709815,"(41.786207679286, -87.657098148246)"
Vacant/Abandoned Building,15-06414161,11/28/2015,Front,,Boarded,,Vacant,TRUE,TRUE,10632,S,INDIANA,AVE,60628,1179465.021,1834474.19,9,5,49,41.70107669,-87.61847466,"(41.701076685193, -87.618474655712)"
Vacant/Abandoned Building,15-06413719,11/28/2015,Front,,Open,ALL AROUND - ROOF COLLAPSING,Vacant,FALSE,FALSE,11803,S,LOWE,AVE,60628,1174088.107,1826623.621,34,5,53,41.6796543,-87.63839489,"(41.679654298486, -87.63839489193)"
Vacant/Abandoned Building,15-06396211,11/27/2015,,,,,,,,4707,W,PALMER,ST,60639,1144617.656,1914211.938,36,25,19,41.92061225,-87.74407318,"(41.920612247086, -87.744073178823)"
Vacant/Abandoned Building,15-06400509,11/27/2015,,,,,,,,2129,W,71ST,PL,60636,1163437.93,1857227.49,17,7,67,41.76386537,-87.67652467,"(41.763865365595, -87.676524667623)"
Vacant/Abandoned Building,15-06396077,11/27/2015,Front,,Open,REAR,Vacant,FALSE,FALSE,137,W,113TH,PL,60628,1177321.722,1829692.088,34,5,49,41.68800245,-87.62646633,"(41.688002452971, -87.626466333034)"
Vacant/Abandoned Building,15-06395368,11/27/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,2157,W,ADAMS,ST,60612,1161978.02,1899053.9,27,12,28,41.87867235,-87.68071116,"(41.87867235074, -87.680711164262)"
Vacant/Abandoned Building,15-06404884,11/27/2015,Front,,Open,,Vacant,FALSE,FALSE,9143,S,URBAN,AVE,60619,1178206.345,1844282.41,9,6,49,41.72802033,-87.62278708,"(41.728020331055, -87.622787084604)"
Vacant/Abandoned Building,15-06396084,11/27/2015,Front,,Open,FRONT AND REAR,Vacant,TRUE,FALSE,10710,S,EDBROOKE,AVE,60628,1179145,1833931.901,9,5,49,41.69959585,-87.61966291,"(41.699595852372, -87.619662911334)"
Vacant/Abandoned Building,15-06396154,11/27/2015,Front,,Open,FRONT CENTER WINDOW,Vacant,FALSE,FALSE,11310,S,WENTWORTH,AVE,60628,1176958.429,1829899.925,34,5,49,41.68858096,-87.62779008,"(41.688580962199, -87.627790078861)"
Vacant/Abandoned Building,15-06396058,11/27/2015,Front,,Open,REAR,Vacant,FALSE,FALSE,108,W,113TH,PL,60628,1177488.422,1829696.188,34,5,49,41.68800995,-87.62585594,"(41.688009948738, -87.625855938716)"
Vacant/Abandoned Building,15-06405667,11/27/2015,Front,,Open,"OPEN IN FRONT AND BACK AND NO WINDOWS, SO OPEN THERE",Vacant,FALSE,TRUE,5940,S,STEWART,AVE,60621,1174534.719,1865537.662,20,7,68,41.7864297,-87.63560538,"(41.786429697513, -87.63560538061)"
Vacant/Abandoned Building,15-06392300,11/27/2015,Front,,Open,,Vacant,FALSE,FALSE,4250,S,WELLS,ST,60609,1175313.889,1877091.348,3,9,37,41.81811675,-87.63240311,"(41.818116749613, -87.632403107741)"
Vacant/Abandoned Building,15-06396111,11/27/2015,Front,,Open,REAR,Vacant,FALSE,FALSE,135,W,113TH,PL,60628,1177333.222,1829692.388,34,5,49,41.68800302,-87.62642422,"(41.68800301726, -87.626424223736)"
Vacant/Abandoned Building,15-06396210,11/27/2015,,,,,,,,4705,W,PALMER,ST,60639,1144640.556,1914212.438,36,25,19,41.92061319,-87.74398903,"(41.920613187311, -87.743989025988)"
Vacant/Abandoned Building,15-06389979,11/27/2015,Front,,Open,,Vacant,FALSE,FALSE,3222,S,ABERDEEN,ST,60608,1169508.978,1883319.186,11,9,60,41.83533451,-87.65351656,"(41.835334513205, -87.653516556949)"
Vacant/Abandoned Building,15-06396214,11/27/2015,,,,,,,,2158,N,KILPATRICK,AVE,60639,1144701.587,1914016.341,36,25,19,41.92007393,-87.74376974,"(41.920073925942, -87.743769738567)"
Vacant/Abandoned Building,15-06394080,11/27/2015,Front,,Boarded,FRONT DOOR,Vacant,FALSE,FALSE,7041,S,CLAREMONT,AVE,60636,1161951.398,1857915.521,17,8,66,41.76578444,-87.68195407,"(41.765784440816, -87.681954074202)"
Vacant/Abandoned Building,15-06396051,11/27/2015,Front,,Open,"REAR, SIDE BASEMENT DOOR",Vacant,FALSE,FALSE,106,W,113TH,PL,60628,1177499.922,1829696.488,34,5,49,41.68801051,-87.62581383,"(41.688010512803, -87.625813829411)"
Vacant/Abandoned Building,15-06382185,11/26/2015,Garage,,Open,REAR,Vacant,FALSE,TRUE,9612,S,DR MARTIN LUTHER KING JR,DR,60628,1180604.337,1841326.75,9,5,49,41.71985498,-87.61409332,"(41.71985497734, -87.614093320633)"
Vacant/Abandoned Building,15-06381524,11/26/2015,Front,,Open,SIDE WINDOW,Vacant,FALSE,TRUE,5410,S,CARPENTER,ST,60609,1170232.357,1868938.668,20,9,61,41.79585717,-87.65128108,"(41.795857167572, -87.65128108098)"
Vacant/Abandoned Building,15-06379468,11/26/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,6559,S,MARSHFIELD,AVE,60636,1166453.77,1861210.54,15,7,67,41.77473166,-87.66535752,"(41.774731657868, -87.665357522696)"
Vacant/Abandoned Building,15-06381235,11/26/2015,Rear,,Open,BACK DOOR(KIDS HANG INSIDE),Vacant,FALSE,TRUE,2923,E,96TH,ST,60617,1197304.47,1841859.648,10,4,51,41.72091816,-87.5529088,"(41.720918159123, -87.552908798004)"
Vacant/Abandoned Building,15-06376334,11/26/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,7644,S,VERNON,AVE,60619,1180568.185,1854424.673,6,6,69,41.75579804,-87.61382465,"(41.755798043183, -87.61382465147)"
Vacant/Abandoned Building,15-06365089,11/25/2015,Front,,Open,,Vacant,TRUE,TRUE,1834,W,PERSHING,RD,60609,1164654.794,1878889.769,12,9,59,41.82328376,-87.67145328,"(41.823283761294, -87.671453279189)"
Vacant/Abandoned Building,15-06361823,11/25/2015,Rear,,Boarded,,Vacant,FALSE,FALSE,6221,S,MICHIGAN,AVE,60637,1178252.503,1863782.02,20,3,40,41.78152844,-87.62202742,"(41.781528442244, -87.622027422961)"
Vacant/Abandoned Building,15-06360318,11/25/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,7245,S,PRINCETON,AVE,60621,1175547.863,1856915.652,6,7,69,41.76274733,-87.63214845,"(41.762747327881, -87.632148445061)"
Vacant/Abandoned Building,15-06357403,11/25/2015,Rear,,Open,,Vacant,FALSE,FALSE,428,E,46TH,ST,60653,1179899.584,1874613.284,3,2,38,41.81121286,-87.61565737,"(41.811212860445, -87.615657367715)"
Vacant/Abandoned Building,15-06368484,11/25/2015,Front,,Open,REAR WINDOW,Vacant,FALSE,FALSE,8041,S,WABASH,AVE,60619,1178106.186,1851707.084,6,6,44,41.74839681,-87.62292947,"(41.748396813411, -87.622929471269)"
Vacant/Abandoned Building,15-06340171,11/24/2015,Front,,Open,,Vacant,TRUE,FALSE,119,E,47TH,ST,60653,1178033.364,1873897.744,3,2,38,41.80929192,-87.62252418,"(41.809291918058, -87.622524177936)"
Vacant/Abandoned Building,15-06340319,11/24/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7022,S,WINCHESTER,AVE,60636,1164568.622,1858099.193,17,7,67,41.76623367,-87.67235586,"(41.76623367196, -87.672355857825)"
Vacant/Abandoned Building,15-06341974,11/24/2015,Front,,Open,,Vacant,TRUE,FALSE,748,W,53RD,ST,60609,1172122.965,1869720.028,20,9,61,41.79795993,-87.64432518,"(41.79795993025, -87.644325179552)"
Vacant/Abandoned Building,15-06349647,11/24/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,4731,W,GLADYS,AVE,60644,1144905.267,1897934.264,28,11,25,41.87593907,-87.74342766,"(41.875939069182, -87.743427661562)"
Vacant/Abandoned Building,15-06345450,11/24/2015,,,,,,,,8518,S,INGLESIDE,AVE,60619,1184039.738,1848705.102,8,6,44,41.74002256,-87.60128069,"(41.740022564668, -87.601280690684)"
Vacant/Abandoned Building,15-06342245,11/24/2015,Front,,Open,,Vacant,TRUE,FALSE,5142,S,WOLCOTT,AVE,60609,1164554.586,1870580.733,16,9,61,41.80048493,-87.67205546,"(41.800484926988, -87.672055464029)"
Vacant/Abandoned Building,15-06337829,11/24/2015,Front,,Open,FRONT AND BACK,Vacant,TRUE,FALSE,716,E,69TH,ST,60637,1182252.57,1859421.975,20,3,42,41.76947232,-87.6074973,"(41.769472324505, -87.607497302934)"
Vacant/Abandoned Building,15-06347436,11/24/2015,Rear,,Open,RATS IN THE BACKYARD  ALOT OF GARBAGE  CAUSING RATS AND GARBAGE IN THE FRONTYARD,Vacant,FALSE,FALSE,3516,S,PARNELL,AVE,60609,1173204.266,1881600.277,11,9,60,41.83053662,-87.64000837,"(41.830536624528, -87.640008372432)"
Vacant/Abandoned Building,15-06347648,11/24/2015,Front,,Open,FRONT AND BACK DOOR,Vacant,FALSE,TRUE,7444,S,PAXTON,AVE,60649,1192169.849,1856035.33,7,3,43,41.75994369,-87.57125564,"(41.759943694096, -87.571255640381)"
Vacant/Abandoned Building,15-06349089,11/24/2015,Front,,Open,ALL AROUND,Vacant,FALSE,FALSE,9000,S,BLACKSTONE,AVE,60619,1187687.467,1845599.21,8,4,48,41.73141375,-87.58801462,"(41.731413754237, -87.588014618108)"
Vacant/Abandoned Building,15-06340169,11/24/2015,Front,,Open,,Vacant,FALSE,FALSE,8713,S,EXCHANGE,AVE,60617,1197279.14,1847764.82,10,4,46,41.73712307,-87.55280544,"(41.737123073017, -87.552805441743)"
Vacant/Abandoned Building,15-06341993,11/24/2015,Front,,Open,,Vacant,FALSE,FALSE,6418,S,WOOD,ST,60636,1165442.591,1862123.378,15,7,67,41.7772581,-87.66903851,"(41.777258095341, -87.669038507109)"
Vacant/Abandoned Building,15-06340026,11/24/2015,Front,,Open,"WINDOWS BROKEN, DOOR LOCK HAS BEEN PICKED OPEN",Vacant,FALSE,TRUE,7622,S,WINCHESTER,AVE,60620,1164678.901,1854118.503,17,6,71,41.75530778,-87.67206381,"(41.755307777167, -87.672063806233)"
Vacant/Abandoned Building,15-06346509,11/24/2015,Front,,Open,,Vacant,FALSE,FALSE,6456,S,MAY,ST,60621,1169760.518,1861982.598,16,7,68,41.77677916,-87.65321311,"(41.776779157738, -87.653213112408)"
Vacant/Abandoned Building,15-06327617,11/23/2015,Front,,Boarded,,Vacant,FALSE,FALSE,1259,N,SPRINGFIELD,AVE,60651,1150150.985,1908132.96,26,25,23,41.90382482,-87.72390113,"(41.90382481911, -87.723901130251)"
Vacant/Abandoned Building,15-06326672,11/23/2015,,,,,,,,3307,W,ARTHINGTON,ST,60624,1154463.96,1895848.944,24,11,29,41.87003109,-87.70838706,"(41.870031089955, -87.708387060696)"
Vacant/Abandoned Building,15-06324015,11/23/2015,,,,,,,,5942,S,ADA,ST,60636,1168344.012,1865353.908,16,7,67,41.78606107,-87.65830895,"(41.78606106938, -87.658308948802)"
Vacant/Abandoned Building,15-06327157,11/23/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,2131,N,KARLOV,AVE,60639,1148703.279,1913849.261,26,25,20,41.91953901,-87.72907102,"(41.919539008624, -87.729071018116)"
Vacant/Abandoned Building,15-06329900,11/23/2015,,,,,,,,5034,W,CARMEN,AVE,60630,1141854.453,1933443.394,45,16,12,41.97343681,-87.75374807,"(41.97343680532, -87.753748068646)"
Vacant/Abandoned Building,15-06330072,11/23/2015,Front,,Boarded,,Vacant,TRUE,FALSE,4874,N,LINCOLN,AVE,60625,1159296.209,1932497.045,40,20,4,41.97049826,-87.68963644,"(41.970498259436, -87.689636438539)"
Vacant/Abandoned Building,15-06327082,11/23/2015,Front,,Open,DOORS/ WINDOWS.,Vacant,FALSE,TRUE,6950,S,NORMAL,BLVD,60621,1174139.155,1859166.397,6,7,68,41.76895503,-87.63724481,"(41.768955032452, -87.637244807099)"
Vacant/Abandoned Building,15-06316189,11/22/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,6021,S,DR MARTIN LUTHER KING JR,DR,60637,1179953.141,1865175.716,20,3,42,41.78531411,-87.6157499,"(41.785314105403, -87.615749899229)"
Vacant/Abandoned Building,15-06314968,11/22/2015,Rear,,Open,FRONT AND BACK DOORS BOARDS HAVE BEEN TORN OFF,Vacant,FALSE,TRUE,11644,S,HARVARD,AVE,60628,1176043.393,1827708.166,34,5,53,41.68258696,-87.63120536,"(41.682586958315, -87.631205359254)"
Vacant/Abandoned Building,15-06312718,11/22/2015,Front,,Open,REAR DOOR,Vacant,FALSE,TRUE,4236,W,HADDON,AVE,60651,1147926.797,1907330.36,37,11,23,41.90166547,-87.73209184,"(41.901665471111, -87.732091842767)"
Vacant/Abandoned Building,15-06303061,11/21/2015,Front,,Open,REAR,Vacant,FALSE,TRUE,7931,S,LANGLEY,AVE,60619,1182270.559,1852570.763,6,6,44,41.75067148,-87.60764322,"(41.750671479961, -87.607643215976)"
Vacant/Abandoned Building,15-06301205,11/21/2015,Front,,Open,REAR DOOR,Vacant,FALSE,FALSE,10019,S,PERRY,AVE,60628,1177368.573,1838527.548,9,5,49,41.71224716,-87.62602918,"(41.712247161512, -87.626029176018)"
Vacant/Abandoned Building,15-06300440,11/21/2015,Front,,Open,FRONT IS OPEN,Vacant,FALSE,TRUE,548,E,61ST,ST,60637,1181036.737,1864688.932,20,3,42,41.78395344,-87.61179197,"(41.783953438698, -87.611791965108)"
Vacant/Abandoned Building,15-06301860,11/21/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,6602,S,MAY,ST,60621,1169787.241,1861018.465,16,7,68,41.77413288,-87.6531431,"(41.774132878282, -87.653143101101)"
Vacant/Abandoned Building,15-06287466,11/20/2015,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,FALSE,TRUE,11314,S,GREEN,ST,60643,1172675.64,1829819.82,34,22,75,41.68845633,-87.64347145,"(41.688456327501, -87.643471449)"
Vacant/Abandoned Building,15-06289717,11/20/2015,Rear,,Open,REAR OPEN,Vacant,FALSE,FALSE,2952,N,LONG,AVE,60641,1139857.049,1919192.81,31,25,19,41.93436872,-87.76144279,"(41.934368719608, -87.761442793051)"
Vacant/Abandoned Building,15-06291665,11/20/2015,Front,,Open,REAR & FRONT,Vacant,FALSE,TRUE,4028,W,ARTHINGTON,ST,60624,1149664.661,1895809.39,24,11,26,41.87001708,-87.72600791,"(41.870017079373, -87.726007909331)"
Vacant/Abandoned Building,15-06285920,11/20/2015,Front,,Open,FRONT AND REAR,Occupied,FALSE,TRUE,10907,S,STATE,ST,60628,1178189.067,1832621.928,9,5,49,41.69602278,-87.62320265,"(41.696022784491, -87.623202653383)"
Vacant/Abandoned Building,15-06283353,11/20/2015,,,,,,,,5541,S,HOYNE,AVE,60636,1163308.37,1867814.344,15,7,67,41.79291983,-87.67670324,"(41.792919825277, -87.676703241195)"
Vacant/Abandoned Building,15-06283908,11/20/2015,Front,,Boarded,FRONT DOOR,Vacant,FALSE,TRUE,9012,S,DAUPHIN,AVE,60619,1183731.364,1845361.96,8,6,44,41.7308558,-87.60251453,"(41.730855804516, -87.602514530124)"
Vacant/Abandoned Building,15-06281560,11/20/2015,Front,,Open,,Vacant,FALSE,FALSE,1540,W,GARFIELD,BLVD,60609,1166909.9,1868253.706,16,9,61,41.79404924,-87.66348427,"(41.794049242236, -87.663484274717)"
Vacant/Abandoned Building,15-06283505,11/20/2015,Rear,,Boarded,,Vacant,FALSE,TRUE,7131,S,RACINE,AVE,60636,1169557.326,1857376.89,6,7,68,41.76414493,-87.65409135,"(41.764144926278, -87.654091353257)"
Vacant/Abandoned Building,15-06285318,11/20/2015,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,7673,S,EXCHANGE,AVE,60649,1196178.452,1854611.072,7,4,43,41.75593704,-87.55661154,"(41.755937038961, -87.556611535238)"
Vacant/Abandoned Building,15-06287745,11/20/2015,Front,,Open,REAR,Vacant,FALSE,FALSE,3654,S,MARSHFIELD,AVE,60609,1165948.09,1880496.798,12,9,59,41.82766618,-87.66666292,"(41.82766618218, -87.666662915105)"
Vacant/Abandoned Building,15-06283563,11/20/2015,Front,,Open,SQUATTORS HAVE KICKED OPEN THE FRONT AND REAR DOORS. AND GARAGE..,Vacant,FALSE,TRUE,5936,S,PRAIRIE,AVE,60637,1179054.911,1865712.998,20,2,40,41.78680898,-87.61902682,"(41.786808982402, -87.619026820785)"
Vacant/Abandoned Building,15-06282716,11/20/2015,Front,,Open,,Vacant,FALSE,TRUE,12041,S,PERRY,AVE,60628,1177765.9,1824946.845,9,5,53,41.67497078,-87.62498307,"(41.674970776806, -87.62498307251)"
Vacant/Abandoned Building,15-06287101,11/20/2015,Front,,Open,ALL OVER,Vacant,TRUE,FALSE,4818,W,OHIO,ST,60644,1144075.816,1903553.888,37,15,25,41.89137559,-87.74633201,"(41.891375594951, -87.746332008037)"
Vacant/Abandoned Building,15-06288717,11/20/2015,,,,,,,,5329,S,LAFLIN,ST,60609,1167241.748,1869395.226,20,9,61,41.79717461,-87.66223473,"(41.797174606592, -87.662234725981)"
Vacant/Abandoned Building,15-06281813,11/20/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,2247,W,71ST,ST,60636,1162532.986,1857540.322,18,8,66,41.76474273,-87.6798328,"(41.764742734894, -87.679832796044)"
Vacant/Abandoned Building,15-06273146,11/19/2015,Rear,,Boarded,REAR,Vacant,FALSE,TRUE,408,W,116TH,ST,60628,1175619.154,1827993.893,34,5,53,41.68338051,-87.63274982,"(41.683380514801, -87.632749818508)"
Vacant/Abandoned Building,15-06271878,11/19/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,9913,S,HOXIE,AVE,60617,1195103.532,1839741.954,7,4,51,41.71516148,-87.56103976,"(41.715161476316, -87.561039762715)"
Vacant/Abandoned Building,15-06267997,11/19/2015,Front,,Open,,Vacant,FALSE,FALSE,8549,S,KINGSTON,AVE,60617,1194649.417,1848781.278,7,4,46,41.73997736,-87.56240641,"(41.739977362713, -87.56240640783)"
Vacant/Abandoned Building,15-06269267,11/19/2015,Front,,Boarded,,Vacant,FALSE,TRUE,10548,S,TORRENCE,AVE,60617,1195529.695,1835571.844,10,4,51,41.70370779,-87.55961622,"(41.703707791438, -87.559616222901)"
Vacant/Abandoned Building,15-06276788,11/19/2015,,,Open,FRONT AND THE SIDE,Vacant,,,7358,S,ASHLAND,AVE,60636,1166959.745,1855843.24,17,7,67,41.75999228,-87.66365589,"(41.759992277515, -87.66365588554)"
Vacant/Abandoned Building,15-06268390,11/19/2015,Rear,,Open,SIDE DOOR UNLOCKED,Vacant,FALSE,TRUE,7000,S,TALMAN,AVE,60629,1159917.523,1858130.533,17,8,66,41.76641649,-87.68940305,"(41.76641648985, -87.689403053719)"
Vacant/Abandoned Building,15-06270714,11/19/2015,Front,,Boarded,,Vacant,TRUE,FALSE,6827,S,HERMITAGE,AVE,60636,1165857.041,1859420.214,17,7,67,41.76983146,-87.66759585,"(41.769831463048, -87.667595846653)"
Vacant/Abandoned Building,15-06263679,11/19/2015,Rear,,Open,REAR,Vacant,FALSE,TRUE,3229,W,MAYPOLE,AVE,60624,1154817.99,1900792.691,28,11,27,41.88359016,-87.70695484,"(41.883590162669, -87.706954844442)"
Vacant/Abandoned Building,15-06269516,11/19/2015,Front,,Open,,Vacant,FALSE,TRUE,15,W,104TH,PL,60628,1178005.491,1835682.25,34,5,49,41.70442489,-87.62378248,"(41.704424891362, -87.62378247525)"
Vacant/Abandoned Building,15-06262115,11/19/2015,Rear,,Boarded,,Vacant,FALSE,TRUE,1723,W,GREENLEAF,AVE,60626,1163626.68,1947004.596,49,24,1,42.01021704,-87.67330188,"(42.010217037111, -87.673301883183)"
Vacant/Abandoned Building,15-06240946,11/18/2015,Rear,,Open,,Vacant,TRUE,TRUE,5220,S,LAFLIN,ST,60609,1167221.202,1870119.068,20,9,61,41.79916135,-87.66228935,"(41.799161353069, -87.662289348526)"
Vacant/Abandoned Building,15-06246058,11/18/2015,,,,,,,,7523,S,CHAPPEL,AVE,60649,1191179.479,1855489.027,8,4,43,41.75846861,-87.57490293,"(41.758468611868, -87.574902934728)"
Vacant/Abandoned Building,15-06240383,11/18/2015,Front,,Open,,Vacant,FALSE,TRUE,5602,S,MAY,ST,60621,1169606.764,1867647.166,16,7,68,41.79232674,-87.65361261,"(41.792326737677, -87.653612605112)"
Vacant/Abandoned Building,15-06242625,11/18/2015,Front,,Open,OPEN AT REAR GATE TO GANGWAY,Vacant,FALSE,FALSE,7553,S,RHODES,AVE,60619,1181212.622,1855049.054,6,6,69,41.7574966,-87.61144376,"(41.757496598613, -87.611443763555)"
Vacant/Abandoned Building,15-06246420,11/18/2015,Front,,Open,WINDOWS,Vacant,FALSE,FALSE,10015,S,CRANDON,AVE,60617,1193481.914,1839019.586,7,4,51,41.71321899,-87.5670023,"(41.713218990386, -87.567002300183)"
Vacant/Abandoned Building,15-06240157,11/18/2015,Front,,Open,,Vacant,FALSE,FALSE,5210,S,SANGAMON,ST,60609,1170861.91,1870282.116,20,9,61,41.79953001,-87.64893326,"(41.799530006515, -87.648933259531)"
Vacant/Abandoned Building,15-06242212,11/18/2015,Front,,Open,"REAR, AND THE GARAGE",Vacant,FALSE,FALSE,8455,S,DR MARTIN LUTHER KING JR,DR,60619,1180388.993,1849018.996,6,6,44,41.74096837,-87.61464681,"(41.740968367248, -87.614646813195)"
Vacant/Abandoned Building,15-06249791,11/18/2015,Front,,Open,ALL DOORS AND WINDOWS,Vacant,FALSE,FALSE,549,N,CICERO,AVE,60644,1144261.452,1903312.086,28,11,25,41.89070858,-87.74565633,"(41.890708575668, -87.745656330385)"
Vacant/Abandoned Building,15-06246650,11/18/2015,Rear,,Open,BACK DOOR OPEN,Vacant,FALSE,TRUE,2121,W,72ND,ST,60636,1163491.479,1856897.251,17,7,67,41.76295802,-87.67633764,"(41.762958021072, -87.676337643327)"
Vacant/Abandoned Building,15-06240158,11/18/2015,Rear,,Open,,Vacant,FALSE,FALSE,5323,S,MARSHFIELD,AVE,60609,1166246.362,1869410.454,16,9,61,41.79723766,-87.6658845,"(41.797237658716, -87.665884504709)"
Vacant/Abandoned Building,15-06241155,11/18/2015,,,,,,,,3860,W,WASHINGTON,BLVD,60624,1150639.88,1900139.369,28,11,26,41.88188003,-87.72231439,"(41.881880033939, -87.722314386091)"
Vacant/Abandoned Building,15-06239340,11/18/2015,Front,,Open,,Vacant,FALSE,FALSE,10632,S,INDIANA,AVE,60628,1179465.021,1834474.19,9,5,49,41.70107669,-87.61847466,"(41.701076685193, -87.618474655712)"
Vacant/Abandoned Building,15-06248383,11/18/2015,Front,,Open,,Vacant,FALSE,FALSE,6951,S,LOOMIS,BLVD,60636,1168197.482,1858655.868,6,7,67,41.76768397,-87.65903876,"(41.767683968729, -87.659038761861)"
Vacant/Abandoned Building,15-06244512,11/18/2015,Rear,,Open,,Vacant,FALSE,TRUE,1344,N,WESTERN,AVE,60622,1160164.918,1908872.466,26,14,24,41.90565297,-87.68709699,"(41.905652971139, -87.687096985237)"
Vacant/Abandoned Building,15-06253820,11/18/2015,Front,,Open,"FRONT DOOR OPEN, LIGHTS ON",Vacant,FALSE,FALSE,8457,S,INDIANA,AVE,60619,1179067.185,1848966.932,6,6,44,41.74085569,-87.61949136,"(41.740855688443, -87.619491361503)"
Vacant/Abandoned Building,15-06246216,11/18/2015,Front,,Open,FRONT DOOR HAS BEEN KICKED IN..,Vacant,FALSE,TRUE,458,W,80TH,ST,60620,1174596.692,1851873.687,17,6,44,41.74893279,-87.63578446,"(41.748932785365, -87.635784459834)"
Vacant/Abandoned Building,15-06240815,11/18/2015,Rear,,Open,,Vacant,FALSE,TRUE,1242,N,LOCKWOOD,AVE,60651,1140795.406,1907863.872,37,25,25,41.90326366,-87.75827347,"(41.903263655143, -87.758273468285)"
Vacant/Abandoned Building,15-06250031,11/18/2015,,,,,,,,7058,W,64TH,ST,60638,1130451.347,1861278.736,23,8,64,41.77561036,-87.79733791,"(41.775610362415, -87.797337911883)"
Vacant/Abandoned Building,15-06245572,11/18/2015,Front,,Open,RIGHT SIDE DOOR IS KICKED IN,Vacant,FALSE,FALSE,5533,S,GREEN,ST,60621,1171582.71,1868066.72,20,7,68,41.79343494,-87.64635483,"(41.793434941637, -87.64635483208)"
Vacant/Abandoned Building,15-06240194,11/18/2015,Rear,,Open,,Vacant,FALSE,FALSE,4207,S,PRINCETON,AVE,60609,1174989.145,1877037.4,3,9,37,41.81797598,-87.63359598,"(41.817975975242, -87.633595977619)"
