SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,Latitude,Longitude,Location
Vacant/Abandoned Building,12-00861570,5/4/2012,Front,,Open,REAR,Vacant,FALSE,FALSE,5726,S,SANGAMON,ST,60621,1170954.038,1866859.763,16,7,68,41.79013668,-87.64869536,"(41.790136678407, -87.648695358066)"
Vacant/Abandoned Building,12-00866731,5/4/2012,,,,,,,,116,W,107TH,ST,60628,1177495.888,1834008.352,34,5,49,41.69984299,-87.62569891,"(41.6998429855, -87.625698914873)"
Vacant/Abandoned Building,12-00864736,5/4/2012,,,,,,,,8339,S,HAMILTON,AVE,60620,1163481.45,1849324.714,18,6,71,41.74217808,-87.67658626,"(41.742178083321, -87.676586262145)"
Vacant/Abandoned Building,12-00864881,5/4/2012,,,,,,,,3429,S,GILES,AVE,60616,1178826.18,1882305.15,2,2,35,41.83234449,-87.61936006,"(41.83234449149, -87.619360056039)"
Vacant/Abandoned Building,12-00865465,5/4/2012,,,,,,,,1837,W,21ST,ST,60608,1164444.035,1890105.4,25,12,31,41.85406506,-87.67190962,"(41.854065055009, -87.671909623503)"
Vacant/Abandoned Building,12-00865829,5/4/2012,Front,,Open,,Vacant,FALSE,TRUE,20,S,CALIFORNIA,AVE,60612,1157731.16,1899833.753,2,11,27,41.8808999,-87.69628355,"(41.880899900222, -87.696283554955)"
Vacant/Abandoned Building,12-00865470,5/4/2012,,,,,,,,2135,W,AINSLIE,ST,60625,1161108.54,1932518.519,47,20,4,41.97051963,-87.68297177,"(41.970519626117, -87.68297177249)"
Vacant/Abandoned Building,12-00865787,5/4/2012,Garage,,Open,,Vacant,FALSE,TRUE,10920,S,PRINCETON,AVE,60628,1176228.759,1832435.43,34,5,49,41.69555513,-87.6303856,"(41.695555133562, -87.630385600867)"
Vacant/Abandoned Building,12-00862341,5/4/2012,Front,,Open,,Vacant,FALSE,TRUE,1524,N,KEYSTONE,AVE,60651,1149103.57,1909828.234,30,25,23,41.90849718,-87.7277046,"(41.908497175608, -87.727704604333)"
Vacant/Abandoned Building,12-00867282,5/4/2012,Front,,Open,,Vacant,FALSE,FALSE,554,N,LONG,AVE,60644,1140229.097,1903122.462,37,15,25,41.89026305,-87.76046996,"(41.890263053878, -87.760469959204)"
Vacant/Abandoned Building,12-00866709,5/4/2012,,,,,,,,3310,W,POLK,ST,60624,1154428.91,1896176.484,24,11,27,41.8709306,-87.70850699,"(41.870930596826, -87.708506989126)"
Vacant/Abandoned Building,12-00866733,5/4/2012,,,,,,,,8147,S,BURNHAM,AVE,60617,1196249.061,1851487.35,7,4,46,41.74736357,-87.55645614,"(41.747363565003, -87.556456140859)"
Vacant/Abandoned Building,12-00865615,5/4/2012,,,,,,,,1138,S,RICHMOND,ST,60612,1156863.06,1894978.326,28,11,29,41.86759376,-87.6996028,"(41.867593757656, -87.69960279877)"
Vacant/Abandoned Building,12-00866656,5/4/2012,,,,,,,,5920,W,FULLERTON,AVE,60639,1136431.56,1915337.936,29,25,19,41.92385253,-87.77412404,"(41.923852527924, -87.774124037823)"
Vacant/Abandoned Building,12-00864643,5/4/2012,,,,,,,,3001,S,HALSTED,ST,60608,1171456.509,1884978.73,11,9,60,41.83984593,-87.64632178,"(41.839845932102, -87.646321784266)"
Vacant/Abandoned Building,12-00865620,5/4/2012,,,,,,,,3532,W,80TH,PL,60652,1154257.817,1850990.49,18,8,70,41.74693745,-87.7103377,"(41.746937449906, -87.710337701425)"
Vacant/Abandoned Building,12-00867074,5/4/2012,Front,,Open,FRONT,Vacant,FALSE,TRUE,1029,N,LAWNDALE,AVE,60651,1151525.672,1906610.036,27,11,23,41.89961886,-87.71889161,"(41.899618858819, -87.718891606497)"
Vacant/Abandoned Building,12-00866518,5/4/2012,,,,,,,,2251,S,DRAKE,AVE,60623,1153054.961,1888772.618,22,10,30,41.85064087,-87.71374744,"(41.850640874782, -87.713747436556)"
Vacant/Abandoned Building,12-00864124,5/4/2012,Front,,Open,REAR,Vacant,FALSE,TRUE,5031,S,INDIANA,AVE,60615,1178451.114,1871709.459,3,2,38,41.80327758,-87.62105847,"(41.803277579482, -87.621058473741)"
Vacant/Abandoned Building,12-00866413,5/4/2012,Front,,Open,SIDE BROKEN WINDOWS,Vacant,FALSE,TRUE,7201,S,WINCHESTER,AVE,60636,1164601.398,1856914.085,17,7,67,41.76298088,-87.67226911,"(41.762980880719, -87.672269108492)"
Vacant/Abandoned Building,12-00866677,5/4/2012,Front,,Open,ALL THROUGHOUT THE HOME,Vacant,FALSE,TRUE,6955,S,BISHOP,ST,60636,1167867.442,1858620.023,17,7,67,41.7675927,-87.66024953,"(41.767592697805, -87.660249534804)"
Vacant/Abandoned Building,12-00866707,5/4/2012,,,,,,,,8613,S,ABERDEEN,ST,60620,1170489.662,1847692.988,21,6,71,41.73755076,-87.65095562,"(41.73755075967, -87.650955619284)"
Vacant/Abandoned Building,12-00864828,5/4/2012,,,,,,,,9624,S,CARPENTER,ST,60643,1171017.88,1840879.942,21,22,73,41.71884328,-87.64921876,"(41.7188432812, -87.649218755509)"
Vacant/Abandoned Building,12-00864606,5/4/2012,,,,,,,,6830,S,DORCHESTER,AVE,60637,1186716.615,1859998.959,5,3,43,41.77095108,-87.5911161,"(41.770951078298, -87.591116103421)"
Vacant/Abandoned Building,12-00867062,5/4/2012,Front,,Open,,Vacant,FALSE,FALSE,3818,S,EMERALD,AVE,60609,1171927.496,1879558.995,11,9,60,41.82496334,-87.64475289,"(41.824963341128, -87.644752891962)"
Vacant/Abandoned Building,12-00866708,5/4/2012,,,,,,,,824,S,CALIFORNIA,AVE,60612,1157830.121,1896169.03,2,11,27,41.87084152,-87.6960201,"(41.870841524797, -87.696020095283)"
Vacant/Abandoned Building,12-00865586,5/4/2012,,,,,,,,2935,W,HARRISON,ST,60612,1156895.212,1897227.011,2,11,27,41.87376373,-87.6994238,"(41.873763728247, -87.699423798629)"
Vacant/Abandoned Building,12-00866760,5/4/2012,Front,,Open,WINDOWS AND DOORS ARE OPEN,Vacant,FALSE,TRUE,5143,S,ROCKWELL,ST,60632,1159907.969,1870470.495,14,9,63,41.80027925,-87.68909919,"(41.800279248776, -87.689099187384)"
Vacant/Abandoned Building,12-00865437,5/4/2012,,,,,,,,4253,N,KEDVALE,AVE,60641,1148084.482,1927948.474,39,17,16,41.9582404,-87.73098059,"(41.958240399019, -87.730980591214)"
Vacant/Abandoned Building,12-00864855,5/4/2012,Rear,,Open,REAR,Vacant,TRUE,TRUE,703,W,76TH,ST,60620,1172918.342,1854476.973,17,6,71,41.75611371,-87.64185788,"(41.756113706427, -87.64185787812)"
Vacant/Abandoned Building,12-00864917,5/4/2012,,,,,,,,4743,S,HERMITAGE,AVE,60609,1165478.63,1873245.318,20,9,61,41.8077773,-87.66859112,"(41.807777301843, -87.668591122349)"
Vacant/Abandoned Building,12-00864944,5/4/2012,,,,,,,,7716,S,CORNELL,AVE,60649,1188575.548,1854145.965,8,4,43,41.75484573,-87.58448882,"(41.754845726773, -87.5844888225)"
Vacant/Abandoned Building,12-00866273,5/4/2012,,,,,,,,6190,N,KEATING,AVE,60646,1143835.87,1940940.69,39,17,12,41.99397291,-87.74627287,"(41.993972908665, -87.746272873693)"
Vacant/Abandoned Building,12-00864156,5/4/2012,,,,,,,,5841,W,AUGUSTA,BLVD,60651,1137072.78,1906066.89,29,15,25,41.89840018,-87.77199086,"(41.89840017616, -87.771990855587)"
Vacant/Abandoned Building,12-00866184,5/4/2012,Rear,,Open,REAR DOOR,Vacant,FALSE,FALSE,1500,W,87TH,ST,60620,1167852.876,1847044.175,21,6,71,41.73582729,-87.66063467,"(41.735827288522, -87.660634673961)"
Vacant/Abandoned Building,12-00866788,5/4/2012,,,,,,,,4928,W,DRUMMOND,PL,60639,1143081.103,1917175.737,31,25,19,41.92877405,-87.74964473,"(41.928774046081, -87.749644732639)"
Vacant/Abandoned Building,12-00866126,5/4/2012,,,,,,,,2132,S,CHRISTIANA,AVE,60623,1154360.58,1889494.08,24,10,30,41.8525947,-87.70893628,"(41.852594700422, -87.708936281313)"
Vacant/Abandoned Building,12-00864776,5/4/2012,,,,,,,,8159,S,MUSKEGON,AVE,60617,1196582.722,1851416.177,7,4,46,41.74715999,-87.5552359,"(41.747159986673, -87.555235897703)"
Vacant/Abandoned Building,12-00866580,5/4/2012,,,,,,,,3927,N,SACRAMENTO,AVE,60618,1155685.537,1925958.457,33,17,16,41.95262965,-87.70309001,"(41.952629653534, -87.703090006684)"
Vacant/Abandoned Building,12-00866790,5/4/2012,,,,,,,,2939,W,WILCOX,ST,60612,1156814.982,1899213.043,2,11,27,41.87921522,-87.69966453,"(41.879215222634, -87.699664531786)"
Vacant/Abandoned Building,12-00864538,5/4/2012,,,,,,,,5225,S,WASHTENAW,AVE,60632,1159257.939,1869906.422,14,9,63,41.7987447,-87.69149851,"(41.798744702543, -87.69149850572)"
Vacant/Abandoned Building,12-00864945,5/4/2012,,,,,,,,8532,S,ASHLAND,AVE,60620,1167159.97,1848138.141,18,6,71,41.73884413,-87.66314202,"(41.738844126399, -87.663142019249)"
Vacant/Abandoned Building,12-00864570,5/4/2012,,,,,,,,6058,S,GREEN,ST,60621,1171675.539,1864673.243,16,7,68,41.78412082,-87.6461139,"(41.784120824993, -87.646113899808)"
Vacant/Abandoned Building,12-00863966,5/4/2012,Front,,Open,FRONT,Vacant,FALSE,FALSE,10019,S,PERRY,AVE,60628,1177368.573,1838527.548,9,5,49,41.71224716,-87.62602918,"(41.712247161512, -87.626029176018)"
Vacant/Abandoned Building,12-00865645,5/4/2012,Front,,Open,FRONT AND REAR DOORS WINDOWS...,Vacant,FALSE,TRUE,5738,S,WABASH,AVE,60637,1177694.254,1866989.547,20,2,40,41.79034287,-87.62397706,"(41.790342870675, -87.62397706019)"
Vacant/Abandoned Building,12-00866710,5/4/2012,,,,,,,,327,S,SACRAMENTO,BLVD,60612,1156429.959,1898396.3,2,11,27,41.87698179,-87.70110037,"(41.876981790422, -87.701100365185)"
Vacant/Abandoned Building,12-00864769,5/4/2012,,,,,,,,10754,S,EMERALD,AVE,60628,1173221.673,1833541.997,34,22,49,41.69865854,-87.64136299,"(41.698658541604, -87.641362991381)"
Vacant/Abandoned Building,12-00866276,5/4/2012,,,,,,,,4649,W,JACKSON,BLVD,60644,1145404.94,1898284.255,24,11,25,41.87689005,-87.74158416,"(41.87689004772, -87.741584160165)"
Vacant/Abandoned Building,12-00862723,5/4/2012,Rear,,Open,,Vacant,FALSE,TRUE,2857,N,MAJOR,AVE,60634,1137884.205,1918423.682,30,25,19,41.93229403,-87.76871171,"(41.93229403487, -87.768711706588)"
Vacant/Abandoned Building,12-00866900,5/4/2012,,,,,,,,4417,N,KOSTNER,AVE,60630,1146049.382,1928991.492,45,17,16,41.96114153,-87.73843581,"(41.961141534022, -87.738435814467)"
Vacant/Abandoned Building,12-00864637,5/4/2012,,,,,,,,4446,S,GREENWOOD,AVE,60653,1184334.184,1875698.32,4,2,39,41.8140875,-87.59935778,"(41.814087503374, -87.599357780828)"
Vacant/Abandoned Building,12-00865026,5/4/2012,Front,,Boarded,SIDE,Vacant,FALSE,TRUE,5510,W,GLADYS,AVE,60644,1139858.242,1897801.046,29,15,25,41.8756672,-87.76196205,"(41.875667195127, -87.761962046988)"
Vacant/Abandoned Building,12-00866791,5/4/2012,,,,,,,,1226,W,109TH,ST,60643,1170091.186,1832501.36,34,22,75,41.69587131,-87.65285542,"(41.695871313931, -87.65285542481)"
Vacant/Abandoned Building,12-00864501,5/4/2012,,,,,,,,8358,S,BALTIMORE,AVE,60617,1196936.011,1850122.041,10,4,46,41.74360001,-87.55398433,"(41.74360000579, -87.553984326529)"
Vacant/Abandoned Building,12-00865179,5/4/2012,Front,,Open,,Vacant,FALSE,FALSE,2955,N,FAIRFIELD,AVE,60618,1157531.81,1919520.99,1,14,21,41.93492737,-87.69647883,"(41.934927365592, -87.696478832167)"
Vacant/Abandoned Building,12-00865781,5/4/2012,,,,,,,,2924,W,TAYLOR,ST,60612,1157017.945,1895568.629,28,11,27,41.86921047,-87.69901818,"(41.869210470344, -87.699018176799)"
Vacant/Abandoned Building,12-00864395,5/4/2012,Front,,Open,,Vacant,FALSE,TRUE,6319,S,CHAMPLAIN,AVE,60637,1181654.234,1863252.89,20,3,42,41.77999856,-87.60957233,"(41.7799985639, -87.60957232936)"
Vacant/Abandoned Building,12-00866930,5/4/2012,,,,,,,,9722,S,ELLIS,AVE,60628,1184594.27,1840735.554,8,5,50,41.71814027,-87.59949792,"(41.7181402651, -87.599497917642)"
Vacant/Abandoned Building,12-00865110,5/4/2012,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,2306,N,MAPLEWOOD,AVE,60647,1158929.408,1915340.86,1,14,22,41.92342819,-87.69145762,"(41.923428193404, -87.691457619505)"
Vacant/Abandoned Building,12-00865498,5/4/2012,,,,,,,,7828,S,MARQUETTE,AVE,60649,1195680.307,1853585.356,7,4,43,41.75313473,-87.55847094,"(41.753134726177, -87.558470940443)"
Vacant/Abandoned Building,12-00864673,5/4/2012,,,,,,,,9144,S,HARPER,AVE,60619,1188043.948,1844646.217,8,4,48,41.72879016,-87.58673899,"(41.728790164413, -87.586738991837)"
Vacant/Abandoned Building,12-00862874,5/4/2012,Front,,Open,NOT BOARDED,Vacant,TRUE,TRUE,2642,W,VAN BUREN,ST,60612,1158813.783,1898064.811,28,11,27,41.87602363,-87.69235674,"(41.876023633885, -87.692356742493)"
